ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
MNT,0.7150384161917356,4.4152116635307115,2.6818309940142266,0.011405555714688405,0.6349592924848242,-2.758867046248308
DNTTIP1,0.791523180350846,4.715327487057268,2.6783061812901097,0.011246196707513522,0.6302338843641021,-2.785202391804286
DUSP7,0.6550574383409611,5.385382196175576,2.6683915941995937,0.011523941101721174,0.636986449701916,-2.805522406367348
VPS4A,0.5319937593762267,5.504610308191242,2.6632419904026268,0.011670694319200163,0.636986449701916,-2.8160580047365005
PLEKHM3,0.7092706820899419,4.776365572510777,2.6626553896856877,0.011687520560295398,0.636986449701916,-2.817257327054457
RNF185,-0.7381019908219009,4.444680674343194,-2.6555918286709197,0.011891904762985609,0.636986449701916,-2.8316859983257796
LYRM1,-0.7600792196016766,4.854066104295696,-2.6555328376713994,0.011893625508497131,0.636986449701916,-2.831806397593765
MTERF1,-0.8766331571542478,4.567743497954782,-2.6534207359065065,0.012693689818631825,0.6484968776824196,-2.841142267252518
RANBP10,0.6434814238282742,5.457305906203235,2.650028568373106,0.012055200296247258,0.6405861006468511,-2.8430330994784794
UTP14A,0.7091403565763614,4.181237144155963,2.6475583854014197,0.012396444976727186,0.6452967421642957,-2.8441183391441407
ECHDC1,-0.7500146907278671,5.25723997702343,-2.6473835508741503,0.012133563382348098,0.6405861006468511,-2.8484227649631246
NDUFC2,-0.5369448353451842,4.7767423225595005,-2.6455573703261335,0.012187941645490785,0.6405861006468511,-2.852141937928065
PGM3,0.8305942680008043,4.398049542520432,2.642750231392436,0.013020163307414468,0.6484968776824196,-2.8567677092593216
MTERF4,-0.6461221488147935,6.135492001834815,-2.6375159058617563,0.012430083783122216,0.6452967421642957,-2.868499830951788
SWAP70,-0.5930406331145894,4.694326629912115,-2.6322312345286987,0.012591626937792906,0.6484968776824196,-2.8792327558805515
NOP58,0.5661056078609903,6.439688937602481,2.6264858379492813,0.012769452632458326,0.6484968776824196,-2.890885938353626
TNIP2,0.5896065790233811,4.189693137132437,2.6192185555206575,0.013132149739065362,0.6498494215904742,-2.894585247689661
SPAG16,-0.815863545512169,4.901226215201134,-2.627010476316764,0.01302818118719113,0.6484968776824196,-2.9015558747761947
NUP62,0.6077446378541245,4.936000538496883,2.6202136589510365,0.012966228639989807,0.6484968776824196,-2.9035891386185573
ANAPC2,0.7197839792689331,4.595368178555769,2.6193508702395056,0.012993514711440298,0.6484968776824196,-2.905335057087703
ALDH1B1,-0.6465951730911836,6.135354517551421,-2.611447038872562,0.013245954646803977,0.6516701640770655,-2.921312031738486
SFXN3,-0.8119757186934509,4.403760472836623,-2.6071661162486133,0.013666443669901355,0.6665262127675029,-2.92441944573142
RAB23,0.7587292874128351,4.004036065126205,2.608907541847272,0.014970216308821588,0.7076981586885378,-2.936029409711638
EHD3,-0.6434402058205051,3.9930523162669167,-2.607368012838521,0.013981180797871123,0.6760500109233454,-2.9366892054729634
HMGCL,-0.5984605829257799,5.816303490258921,-2.5974102754052213,0.013705455095904694,0.6665262127675029,-2.9496102677272007
ERAP2,-0.9540444806738901,4.408384037712637,-2.5815255884398782,0.014694057365589652,0.702492166257738,-2.9671477354847138
FLCN,0.6466931672046465,5.343265403811861,2.574403132139667,0.014490481377630506,0.6966957580540304,-2.9957810032660355
NCOA5,-0.7160931111639073,4.349086313846498,-2.5696197232530933,0.014953755673904359,0.7076981586885378,-2.998378521914102
FAM192A,-0.583455776850891,6.009126137683761,-2.5529859187007466,0.015258234646378172,0.7173065643202894,-3.0385222242655976
RGS10,0.7629653318580871,4.1425283347214545,2.5408764583218097,0.01585643451796691,0.7178458435738604,-3.049321467734556
NAA15,0.49563399479879866,6.048342898637065,2.545923472639446,0.015519488403822307,0.7178458435738604,-3.05256545601872
TPD52,0.6153131711735842,4.269739394494646,2.5464157239482885,0.01564793046645271,0.7178458435738604,-3.0565802364513894
IQSEC2,0.5888780671952958,5.5946341768756644,2.5411241458361555,0.015699362363939196,0.7178458435738604,-3.0620941238535706
EIF2D,0.7020615744122827,5.9743255613290875,2.5394114886222994,0.01576401298982665,0.7178458435738604,-3.065491617956188
FAM20C,0.6326234955297334,4.357474305664948,2.5424102878011685,0.01595551950260495,0.7178458435738604,-3.0697259953789215
POLR3B,-0.6674145909677254,4.805199863636682,-2.535581334914491,0.015909481626544698,0.7178458435738604,-3.073084282516443
IPO11,0.7302384439254528,4.869104520349466,2.534494901047872,0.01595096789260774,0.7178458435738604,-3.0752365964619073
UEVLD,-0.6764615279769588,4.766305645113219,-2.532349291636225,0.016033191259212907,0.7178458435738604,-3.0794854470148088
